***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,FolHerbario,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,40.31,,,,,,System Temp (C):,40.15,,,,,,,
Humidity (%):,43.86,,,,,,Humidity (%):,43.93,,,,,,,
Lamp ADC:,3068,3082,844,843,,,Lamp ADC:,3068,3082,845,842,,,,
Data Date-Time:,2025/04/03T11:27:47,,,,,,Data Date-Time:,2025/04/03T11:24:42,,,,,,,
Total Measurement Time in sec:,6.4783291,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-4.78706677830951,0.0420606707536571,-9.21439965724389E-05,,,,,
Serial Number:,C23R001,(95UB125GC0VC23R001),,,,,Pixel to Wavelength Coefficients:,1777.69850932213,-0.910890781979712,-0.000240535926235214,,,,,
GUI Version:,3.13.1,Revision:,930,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,9min 19sec ,,,,,,,
UUID:,DE:67:0C:88:67:3E:75:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,F,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,C,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.868887283122,0.220023711898969,105197,63384
904.747472781646,0.216603499159477,113435,68888
909.912185107076,0.212860929506512,124433,76221
913.780668096698,0.208339787726491,134486,83241
917.644821439648,0.206185521173135,147151,91533
921.504645135925,0.2055550917569,162655,101324
925.36013918553,0.200881929714126,180845,113874
929.211303588463,0.1990254917939,201787,127605
933.058138344724,0.196891784393592,223848,142253
938.180516347137,0.194384467736126,251813,160951
942.017248594496,0.192760056405648,270369,173459
945.849651195182,0.189519159898429,287314,185711
949.677724149196,0.187408346252441,303340,197025
953.501467456539,0.185714415220804,319173,208119
957.320881117208,0.18352884892623,334072,218933
961.135965131206,0.182063214717948,349459,229791
966.216008810601,0.179766641535962,369519,244270
970.020990315697,0.177963108596044,384113,254974
973.821642174121,0.176552081981673,398389,265311
977.617964385872,0.175494208098569,412152,275146
981.409956950951,0.173740220382301,425007,284876
985.197619869358,0.172279797217495,436253,293399
988.980953141092,0.171089477485404,446450,301081
994.01866249747,0.169435681372149,458782,310578
997.791893260303,0.168054770402864,466430,316761
1001.56079437646,0.166208966631188,472808,322460
1005.32536584595,0.166012834055721,478303,326355
1009.08560766877,0.164678852499516,482999,330573
1012.84151984491,0.163328422629113,486427,333956
1016.59310237438,0.161910878168022,488258,336309
1021.58847740774,0.160582940544177,490105,338615
1025.32995742831,0.158883332861709,491289,340764
1029.06710780221,0.158384183074086,491750,341476
1032.79992852944,0.157490021885331,490135,341056
1036.52841960999,0.156424575705807,488924,341049
1040.25258104387,0.155532201824349,487640,340853
1043.97241283108,0.154786813121838,487018,341003
1047.68791497161,0.153833884560188,486931,341691
1052.63518281973,0.152863653260197,485806,341664
1056.34058245136,0.152387980994143,485973,342156
1060.04165243632,0.151679234364558,487577,343846
1063.73839277461,0.151193779565477,490698,346434
1067.43080346623,0.15054726569928,492115,347952
1071.11888451118,0.149985126079395,490638,347357
1074.80263590945,0.149052222827983,486039,344841
1079.70756943455,0.147808157469028,481152,342353
1083.38121832392,0.14705811331958,480159,342237
1087.05053756662,0.146157308427413,480707,343339
1090.71552716264,0.146077509881904,481320,343840
1094.376187112,0.145237955115154,482943,345667
1098.03251741468,0.14437706023404,485110,347907
1101.68451807069,0.144226894885626,487015,349394
1106.54711727277,0.144487803174801,490920,351984
1110.18901541988,0.14361602645522,493098,354256
1113.82658392031,0.14371641017345,495796,356112
1117.45982277408,0.14344388581763,498482,358266
