***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,FolHerbario,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,39.16,,,,,,System Temp (C):,38.05,,,,,,,
Humidity (%):,50.23,,,,,,Humidity (%):,52.39,,,,,,,
Lamp ADC:,3066,3082,829,851,,,Lamp ADC:,3066,3082,829,851,,,,
Data Date-Time:,2025/04/03T10:19:26,,,,,,Data Date-Time:,2025/04/03T10:14:12,,,,,,,
Total Measurement Time in sec:,6.4883788,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,0.392694521123758,0.0064508848494657,-3.36963000867986E-05,,,,,
Serial Number:,C23R003,(95UB125GC0VC23R003),,,,,Pixel to Wavelength Coefficients:,1737.96619343203,-0.927679554192883,-0.000240514673521399,,,,,
GUI Version:,3.13.1,Revision:,930,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,6min 13sec ,,,,,,,
UUID:,DE:67:0C:88:67:47:5F:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,F,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,C,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (unitless)
901.114121469303,0.517359014901059
904.983805426851,0.516975240190556
908.849160120276,0.517745440723204
913.996231967317,0.518547169669613
917.851485044454,0.521272178702909
921.702408857468,0.52221528684106
925.549003406358,0.521434401200852
929.391268691125,0.522718722783655
933.229204711769,0.523938965096891
937.062811468289,0.525504151838671
942.16755273279,0.527504612670495
945.991057873023,0.528427526319779
949.810233749132,0.528384190186683
953.625080361117,0.530996956204238
957.435597708979,0.532605722329626
961.241785792718,0.531696753444917
966.309968826844,0.532673162906489
970.106055294295,0.533599980724285
973.897812497622,0.53411287355488
977.685240436826,0.53517810277497
981.468339111907,0.535819254617138
985.247108522864,0.536893335070626
989.021548669698,0.536992369350979
994.047401121285,0.537910356862607
997.811739651831,0.538894798697468
1001.57174891825,0.539165844710134
1005.32742892055,0.54067809467763
1009.07877965873,0.540817822072402
1012.82580113278,0.540786995285334
1016.56849334271,0.541684807013305
1021.55201521176,0.542691176571245
1025.2846058054,0.543057607258729
1029.01286713492,0.543766675278178
1032.73679920031,0.544504153537668
1036.45640200158,0.544806758018951
1040.17167553873,0.545084288666035
1045.1186391774,0.546022291206085
1048.82381109826,0.545934653592493
1052.524653755,0.546272817728705
1056.22116714761,0.547004873766699
1059.9133512761,0.547499703540186
1063.60120614046,0.547663015139682
1067.28473174071,0.548457068019972
1072.18936479684,0.548579584069594
1075.86278878079,0.548872977630997
1079.53188350063,0.548892008377771
1083.19664895633,0.549343322853257
1086.85708514792,0.549421586695384
1090.51319207538,0.550412468674317
1094.16496973872,0.550111476567846
1099.02727221231,0.551454684532602
1102.66894825936,0.551193722108403
1106.30629504229,0.551508949179114
1109.93931256109,0.551622853380006
1113.56800081577,0.551683555026739
1117.19235980633,0.551853067423467
1120.81238953276,0.552072861237932
1125.63236142381,0.552436280030627
1129.24228953396,0.551647328070538
1132.84788837998,0.552275509861801
1136.44915796188,0.551742243038945
1140.04609827965,0.551867211326044
1143.6387093333,0.551392279076845
1148.42212299398,0.551338075535536
1152.00463243134,0.550139937154578
1155.58281260458,0.55055100616774
1159.1566635137,0.549973858573891
1162.72618515869,0.549733412672454
1166.29137753957,0.549127661524481
1169.85224065631,0.548771727922577
1174.59332373445,0.548455001379888
1178.14408523491,0.547830765265908
1181.69051747124,0.547075129216009
1185.23262044346,0.547582679449379
1188.77039415154,0.546789380222778
1192.30383859551,0.545887064018766
1195.83295377535,0.54633715954509
1200.53170627095,0.546081823944467
1204.0507198345,0.546129408769091
1207.56540413393,0.546054227829674
1211.07575916924,0.546476196172646
1214.58178494043,0.547014962062241
1218.08348144749,0.547749766452359
1222.74567571271,0.547694557317094
1226.23727060348,0.548265503982812
1229.72453623013,0.548863106588727
1233.20747259266,0.548946840366984
1236.68607969106,0.548963416208401
1240.16035752534,0.549501384047877
1243.63030609549,0.549761344072482
1248.25016977818,0.55015105783832
1251.71001673204,0.550263313546217
1255.16553442179,0.550607458296585
1258.61672284741,0.550742699925306
1262.06358200891,0.550765213467317
1265.50611190628,0.55130695626587
1268.94431253953,0.550670116799691
1273.52184563968,0.550856227259071
1276.94994465664,0.550770148067177
1280.37371440948,0.550963998868592
1283.79315489819,0.551139001162473
1287.20826612279,0.551407826796259
