***Scan Config Information***,,,,,,,***Reference Scan Information***,,,,,,,,
Scan Config Name:,FolHerbario,,,,,,Scan Config Name:,Local New Reference,,,,,,,
Scan Config Type:,Slew,Num Section:,1,,,,Scan Config Type:,Slew,Num Section:,1,,,,,
Section Config Type:,Column,,,,,,Section Config Type:,Column,,,,,,,
Start Wavelength (nm):,900,,,,,,Start Wavelength (nm):,900,,,,,,,
End Wavelength (nm):,1700,,,,,,End Wavelength (nm):,1700,,,,,,,
Pattern Width (nm):,7.03,,,,,,Pattern Width (nm):,7.03,,,,,,,
Exposure (ms):,0.635,,,,,,Exposure (ms):,0.635,,,,,,,
Digital Resolution:,228,,,,,,Digital Resolution:,228,,,,,,,
Num Repeats:,20,,,,,,Num Repeats:,20,,,,,,,
PGA Gain:,64,(FixedPGA),,,,,PGA Gain:,64,(AutoPGA),,,,,,
System Temp (C):,38.57,,,,,,System Temp (C):,38.57,,,,,,,
Humidity (%):,46.09,,,,,,Humidity (%):,46.53,,,,,,,
Lamp ADC:,3078,3078,831,849,,,Lamp ADC:,3077,3078,831,849,,,,
Data Date-Time:,2025/04/03T10:36:14,,,,,,Data Date-Time:,2025/04/03T10:33:28,,,,,,,
Total Measurement Time in sec:,6.4947726,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
***General Information***,,,,,,,***Calibration Coefficients***,,,,,,,,
Model Name:,NIR-S-G1,,,,,,Shift Vector Coefficients:,-5.74589567087503,0.0468271937173058,-9.53581739805986E-05,,,,,
Serial Number:,C23R002,(95UB125GC0VC23R002),,,,,Pixel to Wavelength Coefficients:,1756.1983651918,-0.919335509971685,-0.000241825006214287,,,,,
GUI Version:,3.13.1,Revision:,930,,,,Versions (Cal/Ref/Cfg):,1,3,1,,,,,
TIVA Version:,2.4.10,,,,,,***Lamp Usage ***,,,,,,,,
DLPC Version:,2.3.1,,,,,,Total Time(hh:mm:ss):,6min 6sec ,,,,,,,
UUID:,DE:67:0C:88:67:76:74:21,,,,,,***Device/Error/Activation Status***,,,,,,,,
Main Board Version:,F,,,,,,Device Status:,0x00000001,Activation Status:,Activated,,,,,
Detector Board Version:,C,,,,,,Error status:,0x00000000,Error Code:,0x00000000000000000000000000000000,,,,,
,,,,,,,,,Error Details:,Not found,,,,,
***Scan Data***,,,,,,,,,,,,,,,
Wavelength (nm),Reflectance (unitless)
901.701099874012,0.422638525904289
905.577788882674,0.42893988894171
909.450125041225,0.434000206733887
913.318108349663,0.439240363891317
917.18173880799,0.442248988381173
921.041016416205,0.447593159392992
926.179948793651,0.4541996694093
930.029069751605,0.45915810573791
933.873837859447,0.463796733846318
937.714253117177,0.468565646789697
941.550315524795,0.47174590484892
945.382025082302,0.477227152241558
949.209381789697,0.48092583243706
954.305752966049,0.486406164388312
958.122953023182,0.49014650481373
961.935800230204,0.494700335125867
965.744294587114,0.498457695437428
969.548436093912,0.502324139116766
973.348224750598,0.506361589768767
977.143660557173,0.509812402643138
982.197470532431,0.514788056269099
985.982749688744,0.518281644613367
989.763675994946,0.521194366992553
993.540249451036,0.525070005248728
997.312470057013,0.529322438164857
1001.08033781288,0.531504900248608
1004.84385271863,0.534908417869388
1009.8551014928,0.538990706287448
1013.60845974829,0.542087179537379
1017.35746515367,0.545311074157717
1021.10211770894,0.547545298932197
1024.8424174141,0.551201368918887
1028.57836426914,0.553455410181039
1032.30995827408,0.555918252488656
1037.27864584715,0.560003452362069
1041.00008320182,0.562315221780276
1044.71716770638,0.565050861388287
1048.42989936083,0.567210263300785
1052.13827816517,0.569979562485807
1055.8423041194,0.572270462958731
1059.54197722351,0.574536458582259
1064.46810359549,0.577793395516193
1068.15762004934,0.579915779676714
1071.84278365308,0.582471395775836
1075.52359440671,0.583428954795725
1079.20005231022,0.585281312870836
1082.87215736363,0.587395018638776
1086.53990956692,0.58935108616877
1091.42347473781,0.591856869897516
1095.08107029084,0.593572939857396
1098.73431299376,0.5954949136861
1102.38320284657,0.597077168387627
1106.02773984926,0.598450094251025
1109.66792400185,0.599256062355014
1113.30375530432,0.601182493266726
1118.14475927411,0.60259479950762
1121.77043392632,0.604395746608287
1125.39175572842,0.605146234239151
1129.00872468041,0.606620900654884
1132.62134078229,0.607651456775725
1136.22960403405,0.607647580281904
1139.83351443571,0.60973242840751
1144.6319572044,0.610623848064749
1148.22571095579,0.610376501463612
1151.81511185707,0.611152889567789
1155.40015990824,0.612222872400203
1158.9808551093,0.612844687170643
1162.55719746024,0.612616792343497
1166.12918696107,0.613301250192236
1170.88506852868,0.613721974751862
1174.44690137925,0.614245011118914
1178.00438137971,0.61501460758509
1181.55750853005,0.614763542162381
1185.10628283029,0.615497140673892
1188.65070428041,0.61555978026091
1192.19077288043,0.616613341173622
1196.90409324693,0.616659572656849
1200.43400519669,0.617875473172309
1203.95956429632,0.618370165745856
1207.48077054585,0.619647864737954
1210.99762394527,0.620095434052664
1214.51012449457,0.621081096714484
1218.01827219376,0.622360696588572
1222.68903135918,0.623612220290944
1226.18702240811,0.625014145291129
1229.68066060693,0.626078888445849
1233.16994595564,0.62702597829761
1236.65487845423,0.628182718246212
1240.13545810271,0.628077461784939
1243.61168490109,0.629368513683537
1248.23988286541,0.630261714599116
1251.70595301352,0.630899383589029
1255.16767031152,0.631412148081845
1258.6250347594,0.632176062139579
1262.07804635718,0.632289652334911
1265.52670510484,0.633216204340439
1268.97101100239,0.633347451454346
1273.55664776562,0.634143934099118
1276.99079701291,0.634562691439146
1280.42059341009,0.635008356047846
1283.84603695715,0.635476890407864
1287.26712765411,0.635793521553334
